detail_id;order_id;customer_id;product_id;postal_code;sales;quantity;discount;profit
5488;CA-2017-134495;BF-11020;TEC-PH-100048971;32216;23.98;3;0.20;-5.69
5489;CA-2017-134495;BF-11020;OFF-LA-100002621;32216;6.26;3;0.20;2.04
5490;CA-2017-134495;BF-11020;OFF-AP-100022221;32216;20.81;3;0.20;1.82
5491;CA-2017-134495;BF-11020;FUR-CH-100037741;32216;218.35;3;0.20;-19.11
5492;CA-2017-164098;CG-12520;OFF-ST-100006151;77070;18.16;2;0.20;1.82
5493;CA-2014-105249;DH-13675;OFF-SU-100012251;94122;7.36;2;0.00;0.15
5494;CA-2014-105249;DH-13675;OFF-LA-100020431;94122;41.40;4;0.00;19.87
5495;CA-2014-105249;DH-13675;FUR-BO-100003301;94122;411.33;4;0.15;-4.84
5496;CA-2015-113523;SC-20440;OFF-BI-100012491;19140;7.66;4;0.70;-6.12
5497;CA-2017-117821;HG-15025;TEC-AC-100044691;43302;63.92;2;0.20;19.18
5498;CA-2017-164378;MM-18055;OFF-AR-100011771;10024;6.56;2;0.00;1.90
5499;CA-2017-164378;MM-18055;OFF-LA-100006341;10024;7.83;3;0.00;3.60
5500;CA-2017-164378;MM-18055;TEC-AC-100047081;10024;41.90;2;0.00;8.80
5501;CA-2017-164378;MM-18055;FUR-CH-100020841;10024;664.15;6;0.10;88.55
5502;CA-2017-164378;MM-18055;OFF-PA-100045191;10024;8.96;2;0.00;4.39
5503;CA-2017-127782;TH-21115;FUR-FU-100018471;19140;3.31;1;0.20;0.66
5504;CA-2017-127782;TH-21115;OFF-AP-100019621;19140;20.14;3;0.20;1.26
5505;CA-2017-127782;TH-21115;OFF-EN-100038451;19140;8.86;3;0.20;2.88
5506;CA-2017-127782;TH-21115;TEC-PH-100018171;19140;859.20;4;0.40;-186.16
5507;US-2016-162026;JE-15745;OFF-PA-100001671;90036;61.96;2;0.00;27.88
5508;CA-2016-150000;PG-18820;OFF-EN-100029731;30080;17.92;4;0.00;8.60
5509;CA-2015-168529;MB-17305;FUR-FU-100015881;94122;145.90;5;0.00;62.74
5510;US-2017-152569;JD-16015;OFF-PA-100017361;60653;56.70;2;0.20;19.14
5511;US-2017-152569;JD-16015;TEC-PH-100021851;60653;11.12;2;0.20;3.48
5512;US-2014-137680;JH-15430;OFF-PA-100001741;97504;32.90;4;0.20;11.10
5513;US-2014-137680;JH-15430;OFF-PA-100000691;97504;22.78;3;0.20;7.69
5514;CA-2015-103177;EN-13780;TEC-PH-100017951;10009;239.97;3;0.00;2.40
5515;CA-2015-103177;EN-13780;OFF-AP-100045401;10009;160.32;2;0.00;44.89
5516;CA-2015-103177;EN-13780;TEC-PH-100015271;10009;128.85;3;0.00;3.87
5517;US-2016-138408;KC-16255;TEC-AC-100038701;35810;1319.96;4;0.00;527.98
5518;CA-2017-117667;MS-17980;FUR-CH-100045401;19134;239.96;10;0.30;-10.28
5519;CA-2017-117667;MS-17980;FUR-FU-100040931;19134;54.77;2;0.20;6.85
5520;CA-2017-117667;MS-17980;OFF-AR-100007161;19134;13.39;3;0.20;3.18
5521;CA-2017-117667;MS-17980;OFF-PA-100027091;19134;23.92;5;0.20;8.67
5522;CA-2017-117667;MS-17980;TEC-AC-100005801;19134;255.97;4;0.20;-28.80
5523;CA-2016-110982;CK-12205;OFF-BI-100008291;95051;21.55;6;0.20;7.00
5524;CA-2016-110982;CK-12205;OFF-AP-100048591;95051;58.24;4;0.00;15.72
5525;CA-2016-147123;SJ-20125;OFF-PA-100005751;90805;80.28;12;0.00;36.93
5526;CA-2017-154501;EA-14035;OFF-AR-100028041;90008;9.78;2;0.00;4.01
5527;CA-2017-166933;MG-17890;OFF-FA-100026761;93101;1.81;1;0.00;0.65
5528;CA-2015-142055;AB-10255;OFF-PA-100034651;10009;37.94;2;0.00;18.21
5529;CA-2015-137106;SC-20260;TEC-PH-100000111;32216;79.96;5;0.20;27.99
5530;CA-2017-136609;TB-21355;OFF-PA-100043811;75104;115.30;3;0.20;40.35
5531;CA-2017-160885;JK-16090;TEC-PH-100017951;68104;2479.96;4;0.00;743.99
5532;US-2016-167472;CK-12595;TEC-AC-100011091;72209;179.94;6;0.00;75.57
5533;US-2016-167472;CK-12595;TEC-AC-100030381;72209;26.85;3;0.00;5.10
5534;US-2016-167472;CK-12595;TEC-AC-100031741;72209;323.37;3;0.00;129.35
5535;US-2016-167472;CK-12595;OFF-PA-100001571;72209;59.94;3;0.00;28.17
5536;US-2016-167472;CK-12595;OFF-BI-100017211;72209;64.14;3;0.00;30.79
5537;US-2016-167472;CK-12595;OFF-BI-100005911;72209;11.67;3;0.00;5.60
5538;US-2016-167472;CK-12595;OFF-PA-100015341;72209;12.96;2;0.00;6.22
5539;CA-2015-120551;SS-20590;OFF-BI-100020711;68701;17.43;3;0.00;8.02
5540;US-2017-150595;LE-16810;FUR-CH-100005131;60653;181.99;2;0.30;-54.60
5541;US-2017-150595;LE-16810;OFF-BI-100032741;60653;1.59;2;0.80;-2.63
5542;US-2017-150595;LE-16810;OFF-SU-100003811;60653;22.34;3;0.20;2.51
5543;CA-2016-134936;ES-14080;FUR-TA-100010861;85705;455.97;6;0.50;-218.87
5544;CA-2016-134936;ES-14080;OFF-BI-100001741;85705;10.44;6;0.70;-7.66
5545;CA-2016-134936;ES-14080;OFF-BI-100021031;85705;5.21;2;0.70;-4.17
5546;CA-2017-102967;MG-17890;OFF-ST-100015901;3301;67.40;5;0.00;17.52
5547;CA-2017-151008;JM-16195;FUR-FU-100023961;84020;25.16;2;0.00;10.57
5548;CA-2017-151008;JM-16195;TEC-PH-100028071;84020;126.56;4;0.20;47.46
5549;CA-2014-159800;SG-20470;OFF-AP-100048591;94109;43.68;3;0.00;11.79
5550;CA-2014-159800;SG-20470;TEC-AC-100034471;94109;139.93;7;0.00;34.98
5551;US-2014-159618;DB-12970;OFF-AR-100031831;77036;2.67;1;0.20;0.33
5552;US-2014-159618;DB-12970;OFF-SU-100004321;77036;16.66;6;0.20;-3.12
5553;US-2014-159618;DB-12970;TEC-AC-100038321;77036;79.51;3;0.20;20.87
5554;US-2014-159618;DB-12970;OFF-PA-100041001;77036;36.29;7;0.20;12.70
5555;US-2014-159618;DB-12970;FUR-BO-100044671;77036;67.99;1;0.32;-13.00
5556;CA-2017-116113;JW-15220;FUR-FU-100029631;36116;10.16;2;0.00;3.45
5557;CA-2015-125066;KD-16495;FUR-FU-100038291;39212;6.16;2;0.00;1.97
5558;CA-2015-125066;KD-16495;OFF-AR-100035821;39212;56.30;2;0.00;15.76
5559;US-2015-114741;IL-15100;OFF-PA-100000481;89031;6.48;1;0.00;3.11
5560;US-2015-114741;IL-15100;OFF-ST-100000781;89031;1325.85;5;0.00;238.65
5561;US-2015-114741;IL-15100;OFF-LA-100048531;89031;14.94;3;0.00;6.87
5562;CA-2017-133263;JE-15610;OFF-BI-100011531;30318;34.54;1;0.00;17.27
5563;CA-2017-133263;JE-15610;TEC-CO-100014491;30318;2999.95;5;0.00;1439.98
5564;CA-2017-133263;JE-15610;OFF-BI-100004741;30318;64.12;4;0.00;30.78
5565;CA-2017-157966;SU-20665;OFF-AR-100007991;60610;19.46;4;0.20;2.19
5566;CA-2017-157966;SU-20665;TEC-MA-100021091;60610;209.99;2;0.30;9.00
5567;CA-2017-157966;SU-20665;OFF-AR-100033381;60610;29.76;5;0.20;1.86
5568;CA-2017-157966;SU-20665;FUR-CH-100036061;60610;89.77;1;0.30;-2.56
5569;CA-2017-157966;SU-20665;TEC-CO-100014491;60610;959.98;2;0.20;335.99
5570;CA-2017-157966;SU-20665;OFF-PA-100019341;60610;15.55;3;0.20;5.64
5571;CA-2017-157966;SU-20665;TEC-PH-100015271;60610;34.36;1;0.20;-7.30
5572;CA-2014-151162;EA-14035;OFF-PA-100010331;43229;98.38;3;0.20;35.66
5573;CA-2014-151162;EA-14035;OFF-BI-100037191;43229;29.94;4;0.70;-23.95
5574;CA-2014-151162;EA-14035;OFF-PA-100030361;43229;17.47;3;0.20;5.68
5575;CA-2014-151162;EA-14035;TEC-PH-100018701;43229;36.74;1;0.40;-9.18
5576;CA-2014-151162;EA-14035;TEC-PH-100018091;43229;179.94;2;0.40;-44.99
5577;CA-2016-136686;RF-19840;FUR-FU-100048641;91104;383.64;6;0.00;122.76
5578;CA-2016-136686;RF-19840;OFF-AP-100023501;91104;56.52;3;0.00;15.83
5579;CA-2017-137498;LC-17050;OFF-AR-100038291;90004;6.56;2;0.00;1.90
5580;CA-2017-137498;LC-17050;FUR-CH-100038331;90004;243.92;5;0.20;-15.25
5581;CA-2017-137498;LC-17050;OFF-PA-100001431;90004;47.52;9;0.00;22.81
5582;CA-2017-163818;PS-18970;FUR-FU-100000761;20735;19.98;1;0.00;8.59
5583;CA-2016-161158;PS-18970;OFF-AR-100004621;10024;8.00;5;0.00;3.44
5584;CA-2014-116673;JO-15280;FUR-FU-100038291;92037;6.16;2;0.00;1.97
5585;CA-2017-105333;VP-21730;OFF-ST-100021821;10011;83.56;4;0.00;1.67
5586;CA-2017-105333;VP-21730;TEC-PH-100014681;10011;546.06;3;0.00;163.82
5587;CA-2017-105333;VP-21730;OFF-ST-100018091;10011;269.49;3;0.00;5.39
5588;CA-2015-149993;GA-14725;OFF-FA-100015611;93534;10.90;5;0.00;3.60
5589;CA-2014-168158;EM-14140;OFF-BI-100017591;59405;6.10;2;0.20;2.21
5590;CA-2016-115224;DB-13615;OFF-ST-100006151;94110;34.05;3;0.00;9.53
5591;CA-2016-115224;DB-13615;OFF-ST-100038161;94110;352.38;2;0.00;81.05
5592;CA-2014-164742;ML-17395;FUR-CH-100028801;8701;245.98;2;0.00;27.06
5593;CA-2014-164742;ML-17395;OFF-BI-100047381;8701;18.94;1;0.00;9.47
5594;US-2017-108014;JH-15430;OFF-BI-100039841;44105;59.91;7;0.70;-45.93
5595;CA-2017-160325;BP-11095;TEC-PH-100009841;1841;391.98;2;0.00;109.75
5596;CA-2017-160325;BP-11095;TEC-PH-100019441;1841;437.85;3;0.00;131.36
5597;CA-2015-159779;SB-20185;OFF-BI-100027351;3301;68.62;2;0.00;32.25
5598;CA-2017-151176;SV-20785;OFF-SU-100011651;21215;25.02;3;0.00;6.51
5599;CA-2017-151176;SV-20785;OFF-AR-100006141;21215;10.71;3;0.00;2.78
5600;CA-2014-108903;DO-13435;OFF-AR-100040101;43229;55.98;2;0.20;4.20
5601;CA-2014-108903;DO-13435;OFF-EN-100040301;43229;14.48;5;0.20;4.89
5602;CA-2014-108903;DO-13435;TEC-AC-100030231;43229;142.49;3;0.20;-3.56
5603;CA-2016-117919;TB-21355;OFF-ST-100035721;77041;14.16;1;0.20;1.06
5604;CA-2016-117919;TB-21355;OFF-PA-100043531;77041;79.92;5;0.20;27.97
5605;CA-2015-142475;BS-11380;OFF-BI-100037181;10011;590.35;6;0.20;206.62
5606;CA-2016-134516;FM-14215;FUR-FU-100015461;27405;17.09;2;0.20;1.07
5607;CA-2016-134516;FM-14215;FUR-CH-100028801;27405;98.39;1;0.20;-11.07
5608;CA-2017-105193;JL-15835;OFF-AR-100015471;10024;11.05;5;0.00;2.98
5609;CA-2015-168634;AF-10870;OFF-AP-100016261;94109;7.78;2;0.00;2.02
5610;CA-2017-117198;BG-11035;TEC-AC-100030331;71203;659.90;2;0.00;217.77
5611;CA-2015-145828;MB-17305;TEC-AC-100023231;45231;53.04;3;0.20;-4.64
5612;CA-2017-121027;HW-14935;TEC-AC-100020491;98105;843.90;2;0.00;371.32
5613;CA-2017-121027;HW-14935;TEC-AC-100022531;98105;1496.16;9;0.00;224.42
5614;CA-2016-147431;AB-10105;OFF-ST-100039941;10011;117.96;2;0.00;5.90
5615;CA-2016-158001;JP-15460;OFF-AR-100023991;10035;21.30;5;0.00;8.73
5616;CA-2016-158001;JP-15460;OFF-AP-100021181;10035;1040.80;5;0.00;281.02
5617;CA-2016-158001;JP-15460;OFF-AR-100019541;10035;29.34;6;0.00;7.92
5618;CA-2017-125745;DV-13045;FUR-FU-100015911;38109;19.52;2;0.20;5.37
5619;CA-2015-101154;CM-12190;OFF-ST-100041861;92105;443.92;4;0.00;8.88
5620;US-2016-124163;SC-20695;TEC-AC-100019081;54601;499.95;5;0.00;174.98
5621;US-2016-124163;SC-20695;OFF-AR-100008171;54601;3.04;1;0.00;1.03
5622;US-2016-124163;SC-20695;FUR-CH-100042181;54601;201.96;2;0.00;50.49
5623;US-2016-124163;SC-20695;FUR-FU-100007551;54601;68.64;11;0.00;17.16
5624;CA-2016-121748;VW-21775;TEC-AC-100030631;90032;100.00;4;0.00;21.00
5625;CA-2016-121748;VW-21775;TEC-AC-100026371;90032;359.98;2;0.00;21.60
5626;CA-2014-126683;PP-18955;FUR-FU-100017061;98115;6.16;2;0.00;2.96
5627;CA-2014-126683;PP-18955;FUR-TA-100029581;98115;2348.82;9;0.00;399.30
5628;CA-2017-148810;DR-12880;OFF-LA-100046891;33180;13.87;6;0.20;4.68
5629;CA-2017-148810;DR-12880;FUR-CH-100015451;33180;273.55;3;0.20;-13.68
5630;US-2016-146066;RB-19465;FUR-TA-100025301;19143;815.29;9;0.40;-339.71
5631;CA-2014-127614;NF-18385;TEC-AC-100014321;23320;234.45;3;0.00;103.16
5632;CA-2014-127614;NF-18385;FUR-TA-100037151;23320;1256.22;6;0.00;75.37
5633;CA-2014-127614;NF-18385;OFF-BI-100032911;23320;17.46;2;0.00;8.21
5634;CA-2016-101742;CR-12580;OFF-BI-100041871;10009;10.53;7;0.20;3.68
5635;CA-2015-134943;SU-20665;OFF-BI-100006661;48104;152.80;5;0.00;76.40
5636;CA-2017-123022;SC-20050;OFF-BI-100022251;91941;82.56;5;0.20;28.90
5637;CA-2017-123022;SC-20050;TEC-AC-100004741;91941;284.97;3;0.00;85.49
5638;CA-2017-113208;ML-18040;FUR-FU-100042451;48126;60.84;3;0.00;23.12
5639;CA-2014-154893;GM-14440;FUR-CH-100042871;92024;1325.76;6;0.20;149.15
5640;CA-2014-154893;GM-14440;FUR-CH-100005951;92024;572.16;3;0.20;35.76
5641;CA-2014-147900;JK-15640;OFF-PA-100030631;44107;28.80;9;0.20;10.08
5642;CA-2017-106355;AT-10435;OFF-AR-100002461;6450;11.12;4;0.00;2.89
5643;CA-2016-127985;DB-12910;FUR-FU-100032741;31907;7.04;4;0.00;3.10
5644;CA-2015-166604;AH-10690;OFF-EN-100041471;30076;17.94;3;0.00;8.79
5645;CA-2017-120719;SJ-20125;OFF-BI-100021031;98105;34.76;5;0.20;11.30
5646;CA-2017-127117;HM-14860;FUR-FU-100040181;7960;74.45;5;0.00;20.10
5647;CA-2015-104241;AG-10495;FUR-FU-100014731;22304;192.22;14;0.00;69.20
5648;CA-2017-168179;JB-16000;OFF-PA-100018001;84106;19.44;3;0.00;9.33
5649;CA-2017-142342;AJ-10795;OFF-PA-100046091;92307;32.40;5;0.00;15.55
5650;CA-2017-142342;AJ-10795;OFF-EN-100025921;92307;57.90;5;0.00;28.95
5651;CA-2017-142342;AJ-10795;OFF-ST-100029571;92307;10.56;2;0.00;0.00
5652;CA-2017-142342;AJ-10795;FUR-BO-100026131;92307;1194.17;5;0.15;210.74
5653;CA-2017-109099;MM-18280;OFF-PA-100010331;10009;40.99;1;0.00;20.09
5654;US-2014-134187;TH-21235;OFF-AR-100009401;90805;2.94;1;0.00;0.79
5655;CA-2016-145261;AH-10120;OFF-BI-100016701;97301;45.24;4;0.70;-30.16
5656;CA-2016-145261;AH-10120;OFF-AR-100040781;97301;18.69;4;0.20;2.34
5657;CA-2016-145261;AH-10120;OFF-PA-100030361;97301;11.65;2;0.20;3.79
5658;CA-2016-145261;AH-10120;TEC-AC-100009911;97301;112.78;3;0.20;-8.46
5659;CA-2016-145261;AH-10120;FUR-TA-100025301;97301;377.45;5;0.50;-264.22
5660;CA-2016-145261;AH-10120;OFF-LA-100004071;97301;15.94;4;0.20;5.18
5661;CA-2016-145261;AH-10120;TEC-PH-100048331;97301;28.68;3;0.20;-7.17
5662;CA-2016-108875;CL-12700;FUR-FU-100026711;80013;21.44;2;0.20;7.50
5663;CA-2016-108875;CL-12700;OFF-ST-100013701;80013;511.06;9;0.20;-95.82
5664;CA-2016-141957;JG-15310;OFF-AR-100009141;43055;18.66;2;0.20;1.40
5665;CA-2016-141957;JG-15310;OFF-BI-100011161;43055;11.09;7;0.70;-8.13
5666;CA-2016-141957;JG-15310;OFF-ST-100022761;43055;66.69;1;0.20;4.17
5667;CA-2016-141957;JG-15310;OFF-ST-100043401;43055;99.49;2;0.20;8.71
5668;CA-2016-142405;SE-20110;OFF-LA-100040931;98103;14.62;2;0.00;6.87
5669;CA-2016-142405;SE-20110;OFF-BI-100047281;98103;53.98;14;0.20;17.54
5670;CA-2016-142405;SE-20110;TEC-AC-100030951;98103;389.97;3;0.00;132.59
5671;CA-2015-141012;TG-21640;FUR-FU-100031921;83201;355.36;4;0.00;92.39
5672;CA-2015-141012;TG-21640;TEC-PH-100045221;83201;140.38;3;0.20;8.77
5673;CA-2017-127922;SH-19975;OFF-EN-100030681;75081;15.84;2;0.20;5.54
5674;CA-2017-127922;SH-19975;OFF-PA-100012041;75081;8.45;2;0.20;2.64
5675;CA-2016-146318;MC-17275;OFF-PA-100039531;98105;12.96;2;0.00;6.22
5676;CA-2014-135993;PJ-18835;TEC-PH-100015521;98115;57.41;6;0.20;5.74
5677;CA-2014-135993;PJ-18835;TEC-AC-100048771;98115;27.60;4;0.00;2.21
5678;CA-2014-126802;ZC-21910;FUR-FU-100001931;60610;38.98;3;0.60;-50.67
5679;CA-2016-143924;SC-20680;OFF-FA-100007351;49423;20.44;7;0.00;9.20
5680;CA-2016-143924;SC-20680;OFF-PA-100021201;49423;109.92;2;0.00;53.86
5681;CA-2016-141551;BP-11230;OFF-BI-100012491;74012;6.38;1;0.00;2.93
5682;CA-2016-141551;BP-11230;OFF-PA-100015691;74012;6.48;1;0.00;3.11
5683;CA-2014-164315;RD-19585;OFF-PA-100042481;30605;15.84;3;0.00;7.13
5684;CA-2014-164315;RD-19585;TEC-PH-100011281;30605;1049.93;7;0.00;293.98
5685;CA-2014-164315;RD-19585;OFF-AP-100038421;30605;154.90;5;0.00;40.27
5686;CA-2015-131072;KL-16645;OFF-BI-100027941;98105;98.35;3;0.20;35.65
5687;CA-2014-131541;CK-12205;OFF-FA-100006211;32712;14.32;5;0.20;5.19
5688;CA-2014-131541;CK-12205;FUR-FU-100036231;32712;129.89;6;0.20;12.99
5689;CA-2014-131541;CK-12205;OFF-EN-100007811;32712;48.94;7;0.20;16.52
5690;CA-2015-119550;RB-19705;FUR-CH-100020441;77070;275.06;3;0.30;-90.38
5691;US-2015-138093;KM-16225;OFF-AR-100008171;21215;27.36;9;0.00;9.30
5692;US-2015-138093;KM-16225;OFF-PA-100015091;21215;44.75;5;0.00;20.59
5693;US-2015-138093;KM-16225;TEC-PH-100046671;21215;134.99;1;0.00;36.45
5694;US-2015-138093;KM-16225;OFF-PA-100001431;21215;26.40;5;0.00;12.67
5695;US-2015-138093;KM-16225;FUR-CH-100007851;21215;542.94;3;0.00;141.16
5696;CA-2016-126165;AH-10465;FUR-TA-100016761;94109;71.09;2;0.20;-1.78
5697;CA-2017-126123;AG-10765;OFF-BI-100003091;60623;27.40;9;0.80;-42.46
5698;CA-2017-126123;AG-10765;OFF-BI-100042241;60623;13.46;1;0.80;-23.55
5699;CA-2016-143441;EB-14170;OFF-LA-100023121;78041;11.84;1;0.20;4.44
5700;CA-2017-148320;PG-18895;OFF-PA-100030221;94109;35.88;6;0.00;17.58
5701;CA-2016-125661;CA-12055;OFF-EN-100015321;44105;40.75;3;0.20;15.28
5702;CA-2016-125661;CA-12055;TEC-AC-100048551;44105;139.96;5;0.20;-22.74
5703;US-2014-123519;SS-20875;OFF-AR-100038291;43302;2.62;1;0.20;0.30
5704;US-2014-123519;SS-20875;FUR-TA-100026451;43302;136.53;1;0.40;-52.34
5705;US-2014-123519;SS-20875;TEC-AC-100030331;43302;263.96;1;0.20;42.89
5706;CA-2014-155593;RP-19390;OFF-SU-100025221;6824;11.64;3;0.00;3.38
5707;CA-2017-136000;SC-20440;OFF-BI-100048281;10009;40.18;3;0.20;14.56
5708;US-2015-160857;NW-18400;FUR-FU-100010951;10024;79.44;3;0.00;30.19
5709;US-2015-160857;NW-18400;OFF-SU-100001571;10024;357.93;3;0.00;7.16
5710;US-2015-160857;NW-18400;FUR-CH-100026471;10024;127.76;2;0.10;21.29
5711;US-2015-160857;NW-18400;TEC-CO-100041151;10024;2799.94;7;0.20;1014.98
5712;US-2015-160857;NW-18400;OFF-PA-100033631;10024;19.44;3;0.00;9.33
5713;CA-2017-115805;KW-16435;TEC-PH-100030921;60653;36.79;1;0.20;4.14
5714;US-2014-143707;HR-14770;TEC-PH-100036551;10035;5.94;3;0.00;1.60
5715;CA-2017-116939;AG-10900;OFF-ST-100014761;23223;177.55;5;0.00;47.94
5716;CA-2015-124107;BM-11650;TEC-AC-100020491;48104;619.95;5;0.00;111.59
5717;CA-2015-124107;BM-11650;TEC-PH-100038751;48104;29.16;3;0.00;8.46
5718;CA-2015-124107;BM-11650;OFF-EN-100032861;48104;57.96;7;0.00;27.24
5719;CA-2015-124107;BM-11650;OFF-AP-100039711;48104;29.40;3;0.10;5.23
5720;CA-2017-126550;RD-19720;OFF-ST-100010311;47905;81.40;5;0.00;21.16
5721;CA-2015-138674;KB-16585;OFF-FA-100003041;97477;8.72;5;0.20;2.29
5722;CA-2015-138674;KB-16585;TEC-AC-100003581;97477;91.18;3;0.20;4.56
5723;CA-2015-138674;KB-16585;TEC-AC-100028001;97477;159.97;4;0.20;29.99
5724;CA-2016-165820;DW-13585;OFF-PA-100047351;94109;12.96;2;0.00;6.22
5725;CA-2014-103191;VG-21805;OFF-ST-100025741;60653;331.54;3;0.20;-82.88
5726;CA-2015-103933;DR-12880;TEC-AC-100041711;10011;899.91;9;0.00;395.96
5727;CA-2015-110548;AH-10690;TEC-PH-100029221;77095;946.34;7;0.20;118.29
5728;CA-2017-117324;JP-15520;TEC-AC-100030231;53711;178.11;3;0.00;32.06
5729;CA-2017-117324;JP-15520;OFF-AP-100035901;53711;1089.75;3;0.00;305.13
5730;CA-2017-117324;JP-15520;OFF-LA-100035101;53711;61.06;2;0.00;28.09
5731;CA-2017-117324;JP-15520;FUR-BO-100031591;53711;459.92;4;0.00;41.39
5732;CA-2017-117324;JP-15520;OFF-PA-100027131;53711;27.52;4;0.00;12.66
5733;CA-2017-143574;DR-12880;FUR-BO-100025981;6460;638.82;9;0.00;185.26
5734;CA-2017-143574;DR-12880;OFF-SU-100025371;6460;30.69;3;0.00;7.98
5735;CA-2017-143574;DR-12880;FUR-FU-100039761;6460;25.16;2;0.00;8.55
5736;CA-2014-111773;JK-15625;OFF-BI-100001741;10024;13.92;3;0.20;4.87
5737;CA-2014-148614;MV-17485;OFF-PA-100028931;90049;19.36;2;0.00;9.29
5738;CA-2014-148614;MV-17485;FUR-FU-100031941;90049;19.30;2;0.00;5.79
5739;CA-2017-156139;BP-11155;OFF-BI-100042331;94109;38.38;3;0.20;13.43
5740;US-2017-147886;DH-13075;OFF-PA-100002321;94533;12.96;2;0.00;6.35
5741;US-2017-147886;DH-13075;FUR-FU-100010951;94533;26.48;1;0.00;10.06
5742;US-2017-147886;DH-13075;TEC-MA-100046791;94533;532.72;2;0.20;53.27
5743;US-2017-147886;DH-13075;OFF-PA-100036511;94533;26.72;4;0.00;12.83
5744;US-2017-147886;DH-13075;OFF-PA-100007431;94533;20.04;3;0.00;9.62
5745;US-2017-147886;DH-13075;OFF-ST-100027431;94533;795.48;7;0.00;7.95
5746;US-2017-147886;DH-13075;FUR-FU-100038291;94533;21.56;7;0.00;6.90
5747;CA-2016-113733;LH-16900;TEC-PH-100024961;27834;249.58;2;0.20;31.20
5748;CA-2016-113733;LH-16900;TEC-AC-100024731;27834;68.11;3;0.20;17.88
5749;CA-2016-113733;LH-16900;TEC-AC-100048771;27834;16.56;3;0.20;-2.48
5750;CA-2017-104913;DK-13090;TEC-PH-100009231;11561;74.95;5;0.00;36.73
5751;CA-2014-145800;SS-20410;FUR-TA-100015391;60089;355.46;3;0.50;-184.84
5752;CA-2016-125850;FP-14320;OFF-LA-100034981;92037;44.40;3;0.00;22.20
5753;CA-2016-125850;FP-14320;OFF-LA-100044841;92037;20.65;5;0.00;9.50
5754;CA-2016-118514;LC-17050;FUR-CH-100000151;40475;866.40;4;0.00;225.26
5755;CA-2015-150749;AS-10240;OFF-AR-100037321;22153;5.56;2;0.00;1.45
5756;CA-2014-163748;HG-15025;OFF-AP-100040521;76106;3.16;4;0.80;-8.53
5757;CA-2014-163748;HG-15025;TEC-CO-100020951;76106;1999.96;5;0.20;624.99
5758;CA-2015-119634;BW-11065;FUR-FU-100042701;27604;46.15;3;0.20;12.11
5759;CA-2015-149300;BH-11710;TEC-MA-100004231;33012;32.99;3;0.50;-1.98
5760;US-2016-111528;JP-16135;OFF-ST-100015261;90032;481.32;4;0.00;125.14
5761;US-2016-111528;JP-16135;OFF-BI-100021941;90032;6.38;1;0.20;2.15
5762;CA-2017-158169;JM-16195;OFF-AP-100008281;92630;542.94;3;0.00;152.02
5763;CA-2017-158169;JM-16195;FUR-FU-100014731;92630;54.92;4;0.00;19.77
5764;CA-2015-162047;FH-14365;FUR-CH-100049831;11561;1448.82;10;0.10;209.27
5765;CA-2015-117772;MC-17575;OFF-ST-100039941;98103;353.88;6;0.00;17.69
5766;US-2014-126340;EB-13870;TEC-PH-100044471;96003;333.58;3;0.20;25.02
5767;CA-2016-149685;PM-19135;OFF-LA-100045451;78207;60.14;6;0.20;20.30
5768;CA-2017-126396;AR-10345;TEC-AC-100031161;77070;85.20;6;0.20;20.24
5769;CA-2015-154900;SS-20875;OFF-LA-100016411;1453;3.15;1;0.00;1.51
5770;CA-2015-154900;SS-20875;OFF-PA-100023771;1453;22.72;4;0.00;10.22
5771;CA-2015-103835;SC-20440;FUR-FU-100000101;90032;14.91;3;0.00;4.62
5772;CA-2015-103835;SC-20440;OFF-AP-100026511;90032;1158.12;4;0.00;335.85
5773;CA-2015-158939;EA-14035;TEC-CO-100023131;65807;599.99;1;0.00;234.00
5774;CA-2016-117408;TP-21130;OFF-ST-100015801;76706;23.97;2;0.20;2.40
5775;CA-2016-142398;BP-11290;FUR-CH-100015451;90036;638.29;7;0.20;-31.91
5776;CA-2016-142398;BP-11290;OFF-BI-100048261;90036;13.21;1;0.20;4.62
5777;CA-2016-105277;LM-17065;OFF-BI-100003011;13021;15.53;3;0.20;5.82
5778;CA-2016-112060;KT-16465;OFF-PA-100009941;94109;104.85;1;0.00;50.33
5779;CA-2014-105270;AP-10915;OFF-AR-100031561;90008;30.48;3;0.00;7.92
5780;CA-2014-105270;AP-10915;FUR-CH-100009881;90008;112.65;1;0.20;11.26
5781;US-2015-159513;JD-15790;TEC-MA-100033291;90049;71.98;3;0.20;24.29
5782;CA-2015-155586;XP-21865;OFF-AR-100015471;95928;2.21;1;0.00;0.60
5783;CA-2015-155586;XP-21865;OFF-EN-100030721;95928;15.52;4;0.00;7.45
5784;CA-2015-155586;XP-21865;OFF-PA-100007261;95928;36.44;4;0.00;16.40
5785;CA-2017-141117;JK-16090;FUR-BO-100019721;97477;217.76;6;0.70;-384.72
5786;CA-2017-141117;JK-16090;OFF-SU-100046641;97477;39.07;6;0.20;4.40
5787;CA-2017-141117;JK-16090;OFF-BI-100036761;97477;22.64;7;0.70;-16.60
5788;CA-2017-141117;JK-16090;OFF-AR-100037271;97477;95.14;7;0.20;10.70
5789;CA-2017-115070;MG-18205;FUR-FU-100038291;32216;12.32;5;0.20;1.85
5790;CA-2017-115070;MG-18205;OFF-BI-100037121;32216;4.42;3;0.70;-3.09
